1,20.052792,1703690641
1,20.052792,1703690641
1,20.052792,1703690641
1,20.052792,1703690641
1,20.052792,1703690641
1,20.052792,1703690641
1,20.052792,1703690641
1,20.052792,1703690641
1,20.012632,1703690643
1,20.012632,1703690643
1,20.012632,1703690643
1,20.012632,1703690643
1,20.012632,1703690643
1,20.012632,1703690643
1,20.012632,1703690643
1,20.012632,1703690643
1,20.207359,1703690645
1,20.207359,1703690645
1,20.207359,1703690645
1,20.207359,1703690645
1,20.207359,1703690645
1,20.207359,1703690645
1,20.207359,1703690645
1,20.207359,1703690645
1,20.124167,1703690647
1,20.124167,1703690647
1,20.124167,1703690647
1,20.124167,1703690647
1,20.124167,1703690647
1,20.124167,1703690647
1,20.124167,1703690647
1,20.124167,1703690647
1,20.111316,1703690649
1,20.111316,1703690649
1,20.111316,1703690649
1,20.111316,1703690649
1,20.111316,1703690649
1,20.111316,1703690649
1,20.111316,1703690649
1,20.111316,1703690649
1,20.311912,1703690651
1,20.311912,1703690651
1,20.311912,1703690651
1,20.311912,1703690651
1,20.311912,1703690651
1,20.311912,1703690651
1,20.311912,1703690651
1,20.311912,1703690651
1,20.138079,1703690653
1,20.138079,1703690653
1,20.138079,1703690653
1,20.138079,1703690653
1,20.138079,1703690653
1,20.138079,1703690653
1,20.138079,1703690653
1,20.138079,1703690653
1,19.941133,1703690655
1,19.941133,1703690655
1,19.941133,1703690655
1,19.941133,1703690655
1,19.941133,1703690655
1,19.941133,1703690655
1,19.941133,1703690655
3,20.083809,1703690656
3,20.083809,1703690656
3,20.328078,1703690658
3,20.328078,1703690658
3,20.328078,1703690658
3,20.328078,1703690658
3,20.328078,1703690658
3,20.328078,1703690658
3,20.561146,1703690660
3,20.561146,1703690660
3,20.561146,1703690660
3,20.469361,1703690662
3,20.469361,1703690662
3,20.469361,1703690662
3,20.469361,1703690662
3,20.469361,1703690662
3,20.367904,1703690664
3,20.367904,1703690664
